Position (19 m)	time (year)	Gk/KM	ηK	ηM	displacement (m)		Position (15 m)	time (year)	Gk/KM	ηK	ηM	displacement (m)		Position (10 m)	time (year)	Gk/KM	ηK	ηM	displacement (m)		Position (5m)	time (year)	Gk/KM	ηK	ηM	displacement (m)		Position (0 m)	time (year)	Gk/KM	ηK	ηM	displacement (m)
1	11	0.8	400000	10000000	-0.0412		2	11	0.8	400000	10000000	-0.0394		3	11	0.8	400000	10000000	-0.0379		4	11	0.8	400000	10000000	-0.0367		5	11	0.8	400000	10000000	-0.0352
1	12	0.8	400000	10000000	-0.0416		2	12	0.8	400000	10000000	-0.0398		3	12	0.8	400000	10000000	-0.0383		4	12	0.8	400000	10000000	-0.0372		5	12	0.8	400000	10000000	-0.0356
1	13	0.8	400000	10000000	-0.0419		2	13	0.8	400000	10000000	-0.0401		3	13	0.8	400000	10000000	-0.0386		4	13	0.8	400000	10000000	-0.0375		5	13	0.8	400000	10000000	-0.0360
1	14	0.8	400000	10000000	-0.0421		2	14	0.8	400000	10000000	-0.0404		3	14	0.8	400000	10000000	-0.0389		4	14	0.8	400000	10000000	-0.0379		5	14	0.8	400000	10000000	-0.0364
1	15	0.8	400000	10000000	-0.0423		2	15	0.8	400000	10000000	-0.0406		3	15	0.8	400000	10000000	-0.0392		4	15	0.8	400000	10000000	-0.0382		5	15	0.8	400000	10000000	-0.0367
1	1	0.8	600000	10000000	-0.0291		2	1	0.8	600000	10000000	-0.0261		3	1	0.8	600000	10000000	-0.0232		4	1	0.8	600000	10000000	-0.0210		5	1	0.8	600000	10000000	-0.0189
1	2	0.8	600000	10000000	-0.0315		2	2	0.8	600000	10000000	-0.0286		3	2	0.8	600000	10000000	-0.0260		4	2	0.8	600000	10000000	-0.0239		5	2	0.8	600000	10000000	-0.0218
1	3	0.8	600000	10000000	-0.0333		2	3	0.8	600000	10000000	-0.0307		3	3	0.8	600000	10000000	-0.0282		4	3	0.8	600000	10000000	-0.0262		5	3	0.8	600000	10000000	-0.0242
1	4	0.8	600000	10000000	-0.0348		2	4	0.8	600000	10000000	-0.0323		3	4	0.8	600000	10000000	-0.0299		4	4	0.8	600000	10000000	-0.0280		5	4	0.8	600000	10000000	-0.0261
1	5	0.8	600000	10000000	-0.0360		2	5	0.8	600000	10000000	-0.0336		3	5	0.8	600000	10000000	-0.0314		4	5	0.8	600000	10000000	-0.0296		5	5	0.8	600000	10000000	-0.0277
1	6	0.8	600000	10000000	-0.0370		2	6	0.8	600000	10000000	-0.0347		3	6	0.8	600000	10000000	-0.0326		4	6	0.8	600000	10000000	-0.0309		5	6	0.8	600000	10000000	-0.0290
1	7	0.8	600000	10000000	-0.0378		2	7	0.8	600000	10000000	-0.0356		3	7	0.8	600000	10000000	-0.0336		4	7	0.8	600000	10000000	-0.0319		5	7	0.8	600000	10000000	-0.0301
1	8	0.8	600000	10000000	-0.0385		2	8	0.8	600000	10000000	-0.0363		3	8	0.8	600000	10000000	-0.0344		4	8	0.8	600000	10000000	-0.0329		5	8	0.8	600000	10000000	-0.0311
1	9	0.8	600000	10000000	-0.0390		2	9	0.8	600000	10000000	-0.0370		3	9	0.8	600000	10000000	-0.0351		4	9	0.8	600000	10000000	-0.0337		5	9	0.8	600000	10000000	-0.0319
1	10	0.8	600000	10000000	-0.0396		2	10	0.8	600000	10000000	-0.0376		3	10	0.8	600000	10000000	-0.0358		4	10	0.8	600000	10000000	-0.0344		5	10	0.8	600000	10000000	-0.0327
1	11	0.8	600000	10000000	-0.0400		2	11	0.8	600000	10000000	-0.0381		3	11	0.8	600000	10000000	-0.0363		4	11	0.8	600000	10000000	-0.0350		5	11	0.8	600000	10000000	-0.0333
1	12	0.8	600000	10000000	-0.0404		2	12	0.8	600000	10000000	-0.0385		3	12	0.8	600000	10000000	-0.0368		4	12	0.8	600000	10000000	-0.0355		5	12	0.8	600000	10000000	-0.0339
1	13	0.8	600000	10000000	-0.0408		2	13	0.8	600000	10000000	-0.0389		3	13	0.8	600000	10000000	-0.0373		4	13	0.8	600000	10000000	-0.0360		5	13	0.8	600000	10000000	-0.0344
1	14	0.8	600000	10000000	-0.0411		2	14	0.8	600000	10000000	-0.0393		3	14	0.8	600000	10000000	-0.0377		4	14	0.8	600000	10000000	-0.0365		5	14	0.8	600000	10000000	-0.0349
1	15	0.8	600000	10000000	-0.0414		2	15	0.8	600000	10000000	-0.0396		3	15	0.8	600000	10000000	-0.0380		4	15	0.8	600000	10000000	-0.0369		5	15	0.8	600000	10000000	-0.0353
1	1	0.8	800000	10000000	-0.0285		2	1	0.8	800000	10000000	-0.0254		3	1	0.8	800000	10000000	-0.0225		4	1	0.8	800000	10000000	-0.0202		5	1	0.8	800000	10000000	-0.0181
1	2	0.8	800000	10000000	-0.0305		2	2	0.8	800000	10000000	-0.0275		3	2	0.8	800000	10000000	-0.0248		4	2	0.8	800000	10000000	-0.0226		5	2	0.8	800000	10000000	-0.0205
1	3	0.8	800000	10000000	-0.0321		2	3	0.8	800000	10000000	-0.0293		3	3	0.8	800000	10000000	-0.0267		4	3	0.8	800000	10000000	-0.0246		5	3	0.8	800000	10000000	-0.0226
1	4	0.8	800000	10000000	-0.0335		2	4	0.8	800000	10000000	-0.0308		3	4	0.8	800000	10000000	-0.0283		4	4	0.8	800000	10000000	-0.0263		5	4	0.8	800000	10000000	-0.0244
1	5	0.8	800000	10000000	-0.0346		2	5	0.8	800000	10000000	-0.0321		3	5	0.8	800000	10000000	-0.0297		4	5	0.8	800000	10000000	-0.0278		5	5	0.8	800000	10000000	-0.0259
1	6	0.8	800000	10000000	-0.0356		2	6	0.8	800000	10000000	-0.0332		3	6	0.8	800000	10000000	-0.0309		4	6	0.8	800000	10000000	-0.0291		5	6	0.8	800000	10000000	-0.0272
1	7	0.8	800000	10000000	-0.0365		2	7	0.8	800000	10000000	-0.0341		3	7	0.8	800000	10000000	-0.0319		4	7	0.8	800000	10000000	-0.0302		5	7	0.8	800000	10000000	-0.0283
1	8	0.8	800000	10000000	-0.0372		2	8	0.8	800000	10000000	-0.0349		3	8	0.8	800000	10000000	-0.0329		4	8	0.8	800000	10000000	-0.0312		5	8	0.8	800000	10000000	-0.0293
1	9	0.8	800000	10000000	-0.0379		2	9	0.8	800000	10000000	-0.0357		3	9	0.8	800000	10000000	-0.0336		4	9	0.8	800000	10000000	-0.0320		5	9	0.8	800000	10000000	-0.0302
1	10	0.8	800000	10000000	-0.0384		2	10	0.8	800000	10000000	-0.0363		3	10	0.8	800000	10000000	-0.0343		4	10	0.8	800000	10000000	-0.0328		5	10	0.8	800000	10000000	-0.0310
1	11	0.8	800000	10000000	-0.0389		2	11	0.8	800000	10000000	-0.0369		3	11	0.8	800000	10000000	-0.0350		4	11	0.8	800000	10000000	-0.0335		5	11	0.8	800000	10000000	-0.0317
1	12	0.8	800000	10000000	-0.0394		2	12	0.8	800000	10000000	-0.0374		3	12	0.8	800000	10000000	-0.0355		4	12	0.8	800000	10000000	-0.0341		5	12	0.8	800000	10000000	-0.0324
1	13	0.8	800000	10000000	-0.0398		2	13	0.8	800000	10000000	-0.0378		3	13	0.8	800000	10000000	-0.0361		4	13	0.8	800000	10000000	-0.0346		5	13	0.8	800000	10000000	-0.0329
1	14	0.8	800000	10000000	-0.0402		2	14	0.8	800000	10000000	-0.0382		3	14	0.8	800000	10000000	-0.0365		4	14	0.8	800000	10000000	-0.0351		5	14	0.8	800000	10000000	-0.0335
1	15	0.8	800000	10000000	-0.0405		2	15	0.8	800000	10000000	-0.0386		3	15	0.8	800000	10000000	-0.0369		4	15	0.8	800000	10000000	-0.0356		5	15	0.8	800000	10000000	-0.0340
1	1	0.8	1000000	10000000	-0.0281		2	1	0.8	1000000	10000000	-0.0250		3	1	0.8	1000000	10000000	-0.0220		4	1	0.8	1000000	10000000	-0.0197		5	1	0.8	1000000	10000000	-0.0176
1	2	0.8	1000000	10000000	-0.0298		2	2	0.8	1000000	10000000	-0.0268		3	2	0.8	1000000	10000000	-0.0240		4	2	0.8	1000000	10000000	-0.0218		5	2	0.8	1000000	10000000	-0.0197
1	3	0.8	1000000	10000000	-0.0312		2	3	0.8	1000000	10000000	-0.0284		3	3	0.8	1000000	10000000	-0.0257		4	3	0.8	1000000	10000000	-0.0236		5	3	0.8	1000000	10000000	-0.0215
1	4	0.8	1000000	10000000	-0.0325		2	4	0.8	1000000	10000000	-0.0298		3	4	0.8	1000000	10000000	-0.0272		4	4	0.8	1000000	10000000	-0.0251		5	4	0.8	1000000	10000000	-0.0231
1	5	0.8	1000000	10000000	-0.0336		2	5	0.8	1000000	10000000	-0.0310		3	5	0.8	1000000	10000000	-0.0285		4	5	0.8	1000000	10000000	-0.0265		5	5	0.8	1000000	10000000	-0.0245
1	6	0.8	1000000	10000000	-0.0346		2	6	0.8	1000000	10000000	-0.0320		3	6	0.8	1000000	10000000	-0.0297		4	6	0.8	1000000	10000000	-0.0277		5	6	0.8	1000000	10000000	-0.0258
1	7	0.8	1000000	10000000	-0.0354		2	7	0.8	1000000	10000000	-0.0330		3	7	0.8	1000000	10000000	-0.0307		4	7	0.8	1000000	10000000	-0.0288		5	7	0.8	1000000	10000000	-0.0269
1	8	0.8	1000000	10000000	-0.0362		2	8	0.8	1000000	10000000	-0.0338		3	8	0.8	1000000	10000000	-0.0316		4	8	0.8	1000000	10000000	-0.0298		5	8	0.8	1000000	10000000	-0.0279
1	9	0.8	1000000	10000000	-0.0369		2	9	0.8	1000000	10000000	-0.0345		3	9	0.8	1000000	10000000	-0.0324		4	9	0.8	1000000	10000000	-0.0307		5	9	0.8	1000000	10000000	-0.0288
1	10	0.8	1000000	10000000	-0.0375		2	10	0.8	1000000	10000000	-0.0352		3	10	0.8	1000000	10000000	-0.0331		4	10	0.8	1000000	10000000	-0.0315		5	10	0.8	1000000	10000000	-0.0296
1	11	0.8	1000000	10000000	-0.0380		2	11	0.8	1000000	10000000	-0.0358		3	11	0.8	1000000	10000000	-0.0338		4	11	0.8	1000000	10000000	-0.0322		5	11	0.8	1000000	10000000	-0.0304
1	12	0.8	1000000	10000000	-0.0385		2	12	0.8	1000000	10000000	-0.0364		3	12	0.8	1000000	10000000	-0.0344		4	12	0.8	1000000	10000000	-0.0328		5	12	0.8	1000000	10000000	-0.0311
1	13	0.8	1000000	10000000	-0.0389		2	13	0.8	1000000	10000000	-0.0369		3	13	0.8	1000000	10000000	-0.0350		4	13	0.8	1000000	10000000	-0.0334		5	13	0.8	1000000	10000000	-0.0317
1	14	0.8	1000000	10000000	-0.0393		2	14	0.8	1000000	10000000	-0.0373		3	14	0.8	1000000	10000000	-0.0355		4	14	0.8	1000000	10000000	-0.0340		5	14	0.8	1000000	10000000	-0.0323
1	15	0.8	1000000	10000000	-0.0397		2	15	0.8	1000000	10000000	-0.0377		3	15	0.8	1000000	10000000	-0.0359		4	15	0.8	1000000	10000000	-0.0345		5	15	0.8	1000000	10000000	-0.0328
1	1	1	200000	2000000	-0.0333		2	1	1	200000	2000000	-0.0306		3	1	1	200000	2000000	-0.0281		4	1	1	200000	2000000	-0.0262		5	1	1	200000	2000000	-0.0242
1	2	1	200000	2000000	-0.0367		2	2	1	200000	2000000	-0.0344		3	2	1	200000	2000000	-0.0323		4	2	1	200000	2000000	-0.0306		5	2	1	200000	2000000	-0.0287
1	3	1	200000	2000000	-0.0386		2	3	1	200000	2000000	-0.0365		3	3	1	200000	2000000	-0.0347		4	3	1	200000	2000000	-0.0332		5	3	1	200000	2000000	-0.0314
1	4	1	200000	2000000	-0.0399		2	4	1	200000	2000000	-0.0380		3	4	1	200000	2000000	-0.0363		4	4	1	200000	2000000	-0.0349		5	4	1	200000	2000000	-0.0333
1	5	1	200000	2000000	-0.0409		2	5	1	200000	2000000	-0.0391		3	5	1	200000	2000000	-0.0375		4	5	1	200000	2000000	-0.0363		5	5	1	200000	2000000	-0.0347
1	6	1	200000	2000000	-0.0418		2	6	1	200000	2000000	-0.0400		3	6	1	200000	2000000	-0.0384		4	6	1	200000	2000000	-0.0373		5	6	1	200000	2000000	-0.0358
1	7	1	200000	2000000	-0.0425		2	7	1	200000	2000000	-0.0407		3	7	1	200000	2000000	-0.0392		4	7	1	200000	2000000	-0.0382		5	7	1	200000	2000000	-0.0368
1	8	1	200000	2000000	-0.0431		2	8	1	200000	2000000	-0.0414		3	8	1	200000	2000000	-0.0400		4	8	1	200000	2000000	-0.0390		5	8	1	200000	2000000	-0.0376
1	9	1	200000	2000000	-0.0437		2	9	1	200000	2000000	-0.0420		3	9	1	200000	2000000	-0.0406		4	9	1	200000	2000000	-0.0398		5	9	1	200000	2000000	-0.0384
1	10	1	200000	2000000	-0.0443		2	10	1	200000	2000000	-0.0426		3	10	1	200000	2000000	-0.0413		4	10	1	200000	2000000	-0.0404		5	10	1	200000	2000000	-0.0391
1	11	1	200000	2000000	-0.0449		2	11	1	200000	2000000	-0.0432		3	11	1	200000	2000000	-0.0419		4	11	1	200000	2000000	-0.0411		5	11	1	200000	2000000	-0.0398
1	12	1	200000	2000000	-0.0454		2	12	1	200000	2000000	-0.0437		3	12	1	200000	2000000	-0.0424		4	12	1	200000	2000000	-0.0417		5	12	1	200000	2000000	-0.0404
1	13	1	200000	2000000	-0.0459		2	13	1	200000	2000000	-0.0443		3	13	1	200000	2000000	-0.0430		4	13	1	200000	2000000	-0.0423		5	13	1	200000	2000000	-0.0411
1	14	1	200000	2000000	-0.0464		2	14	1	200000	2000000	-0.0448		3	14	1	200000	2000000	-0.0435		4	14	1	200000	2000000	-0.0429		5	14	1	200000	2000000	-0.0417
1	15	1	200000	2000000	-0.0469		2	15	1	200000	2000000	-0.0453		3	15	1	200000	2000000	-0.0440		4	15	1	200000	2000000	-0.0434		5	15	1	200000	2000000	-0.0423
1	1	1	400000	2000000	-0.0308		2	1	1	400000	2000000	-0.0280		3	1	1	400000	2000000	-0.0252		4	1	1	400000	2000000	-0.0231		5	1	1	400000	2000000	-0.0210
1	2	1	400000	2000000	-0.0340		2	2	1	400000	2000000	-0.0314		3	2	1	400000	2000000	-0.0290		4	2	1	400000	2000000	-0.0270		5	2	1	400000	2000000	-0.0251
1	3	1	400000	2000000	-0.0363		2	3	1	400000	2000000	-0.0339		3	3	1	400000	2000000	-0.0317		4	3	1	400000	2000000	-0.0299		5	3	1	400000	2000000	-0.0280
1	4	1	400000	2000000	-0.0379		2	4	1	400000	2000000	-0.0357		3	4	1	400000	2000000	-0.0337		4	4	1	400000	2000000	-0.0321		5	4	1	400000	2000000	-0.0303
1	5	1	400000	2000000	-0.0392		2	5	1	400000	2000000	-0.0372		3	5	1	400000	2000000	-0.0353		4	5	1	400000	2000000	-0.0338		5	5	1	400000	2000000	-0.0321
1	6	1	400000	2000000	-0.0403		2	6	1	400000	2000000	-0.0384		3	6	1	400000	2000000	-0.0366		4	6	1	400000	2000000	-0.0352		5	6	1	400000	2000000	-0.0336
1	7	1	400000	2000000	-0.0412		2	7	1	400000	2000000	-0.0394		3	7	1	400000	2000000	-0.0377		4	7	1	400000	2000000	-0.0365		5	7	1	400000	2000000	-0.0348
1	8	1	400000	2000000	-0.0420		2	8	1	400000	2000000	-0.0403		3	8	1	400000	2000000	-0.0387		4	8	1	400000	2000000	-0.0375		5	8	1	400000	2000000	-0.0359
1	9	1	400000	2000000	-0.0428		2	9	1	400000	2000000	-0.0411		3	9	1	400000	2000000	-0.0396		4	9	1	400000	2000000	-0.0385		5	9	1	400000	2000000	-0.0369
1	10	1	400000	2000000	-0.0435		2	10	1	400000	2000000	-0.0418		3	10	1	400000	2000000	-0.0404		4	10	1	400000	2000000	-0.0393		5	10	1	400000	2000000	-0.0378
1	11	1	400000	2000000	-0.0441		2	11	1	400000	2000000	-0.0424		3	11	1	400000	2000000	-0.0411		4	11	1	400000	2000000	-0.0401		5	11	1	400000	2000000	-0.0386
1	12	1	400000	2000000	-0.0447		2	12	1	400000	2000000	-0.0431		3	12	1	400000	2000000	-0.0418		4	12	1	400000	2000000	-0.0408		5	12	1	400000	2000000	-0.0394
1	13	1	400000	2000000	-0.0452		2	13	1	400000	2000000	-0.0437		3	13	1	400000	2000000	-0.0424		4	13	1	400000	2000000	-0.0415		5	13	1	400000	2000000	-0.0402
1	14	1	400000	2000000	-0.0458		2	14	1	400000	2000000	-0.0442		3	14	1	400000	2000000	-0.0430		4	14	1	400000	2000000	-0.0422		5	14	1	400000	2000000	-0.0408
1	15	1	400000	2000000	-0.0463		2	15	1	400000	2000000	-0.0448		3	15	1	400000	2000000	-0.0436		4	15	1	400000	2000000	-0.0428		5	15	1	400000	2000000	-0.0415
1	1	1	600000	2000000	-0.0298		2	1	1	600000	2000000	-0.0268		3	1	1	600000	2000000	-0.0240		4	1	1	600000	2000000	-0.0218		5	1	1	600000	2000000	-0.0197
1	2	1	600000	2000000	-0.0326		2	2	1	600000	2000000	-0.0298		3	2	1	600000	2000000	-0.0272		4	2	1	600000	2000000	-0.0252		5	2	1	600000	2000000	-0.0232
1	3	1	600000	2000000	-0.0347		2	3	1	600000	2000000	-0.0322		3	3	1	600000	2000000	-0.0298		4	3	1	600000	2000000	-0.0279		5	3	1	600000	2000000	-0.0260
1	4	1	600000	2000000	-0.0365		2	4	1	600000	2000000	-0.0341		3	4	1	600000	2000000	-0.0319		4	4	1	600000	2000000	-0.0301		5	4	1	600000	2000000	-0.0282
1	5	1	600000	2000000	-0.0379		2	5	1	600000	2000000	-0.0357		3	5	1	600000	2000000	-0.0336		4	5	1	600000	2000000	-0.0320		5	5	1	600000	2000000	-0.0302
1	6	1	600000	2000000	-0.0391		2	6	1	600000	2000000	-0.0370		3	6	1	600000	2000000	-0.0351		4	6	1	600000	2000000	-0.0335		5	6	1	600000	2000000	-0.0318
1	7	1	600000	2000000	-0.0402		2	7	1	600000	2000000	-0.0382		3	7	1	600000	2000000	-0.0364		4	7	1	600000	2000000	-0.0349		5	7	1	600000	2000000	-0.0332
1	8	1	600000	2000000	-0.0411		2	8	1	600000	2000000	-0.0392		3	8	1	600000	2000000	-0.0375		4	8	1	600000	2000000	-0.0361		5	8	1	600000	2000000	-0.0344
1	9	1	600000	2000000	-0.0419		2	9	1	600000	2000000	-0.0401		3	9	1	600000	2000000	-0.0385		4	9	1	600000	2000000	-0.0372		5	9	1	600000	2000000	-0.0356
1	10	1	600000	2000000	-0.0427		2	10	1	600000	2000000	-0.0409		3	10	1	600000	2000000	-0.0394		4	10	1	600000	2000000	-0.0382		5	10	1	600000	2000000	-0.0366
1	11	1	600000	2000000	-0.0434		2	11	1	600000	2000000	-0.0417		3	11	1	600000	2000000	-0.0402		4	11	1	600000	2000000	-0.0391		5	11	1	600000	2000000	-0.0375
1	12	1	600000	2000000	-0.0440		2	12	1	600000	2000000	-0.0424		3	12	1	600000	2000000	-0.0410		4	12	1	600000	2000000	-0.0399		5	12	1	600000	2000000	-0.0384
1	13	1	600000	2000000	-0.0446		2	13	1	600000	2000000	-0.0430		3	13	1	600000	2000000	-0.0417		4	13	1	600000	2000000	-0.0407		5	13	1	600000	2000000	-0.0392
1	14	1	600000	2000000	-0.0452		2	14	1	600000	2000000	-0.0437		3	14	1	600000	2000000	-0.0424		4	14	1	600000	2000000	-0.0414		5	14	1	600000	2000000	-0.0400
1	15	1	600000	2000000	-0.0458		2	15	1	600000	2000000	-0.0443		3	15	1	600000	2000000	-0.0430		4	15	1	600000	2000000	-0.0421		5	15	1	600000	2000000	-0.0407
1	1	1	800000	2000000	-0.0292		2	1	1	800000	2000000	-0.0261		3	1	1	800000	2000000	-0.0233		4	1	1	800000	2000000	-0.0210		5	1	1	800000	2000000	-0.0189
1	2	1	800000	2000000	-0.0317		2	2	1	800000	2000000	-0.0288		3	2	1	800000	2000000	-0.0262		4	2	1	800000	2000000	-0.0241		5	2	1	800000	2000000	-0.0220
1	3	1	800000	2000000	-0.0337		2	3	1	800000	2000000	-0.0311		3	3	1	800000	2000000	-0.0286		4	3	1	800000	2000000	-0.0266		5	3	1	800000	2000000	-0.0246
1	4	1	800000	2000000	-0.0354		2	4	1	800000	2000000	-0.0329		3	4	1	800000	2000000	-0.0306		4	4	1	800000	2000000	-0.0288		5	4	1	800000	2000000	-0.0268
1	5	1	800000	2000000	-0.0369		2	5	1	800000	2000000	-0.0346		3	5	1	800000	2000000	-0.0324		4	5	1	800000	2000000	-0.0306		5	5	1	800000	2000000	-0.0287
1	6	1	800000	2000000	-0.0382		2	6	1	800000	2000000	-0.0359		3	6	1	800000	2000000	-0.0339		4	6	1	800000	2000000	-0.0322		5	6	1	800000	2000000	-0.0304
1	7	1	800000	2000000	-0.0393		2	7	1	800000	2000000	-0.0372		3	7	1	800000	2000000	-0.0352		4	7	1	800000	2000000	-0.0337		5	7	1	800000	2000000	-0.0319
1	8	1	800000	2000000	-0.0403		2	8	1	800000	2000000	-0.0383		3	8	1	800000	2000000	-0.0364		4	8	1	800000	2000000	-0.0349		5	8	1	800000	2000000	-0.0332
1	9	1	800000	2000000	-0.0412		2	9	1	800000	2000000	-0.0392		3	9	1	800000	2000000	-0.0375		4	9	1	800000	2000000	-0.0361		5	9	1	800000	2000000	-0.0344
1	10	1	800000	2000000	-0.0420		2	10	1	800000	2000000	-0.0401		3	10	1	800000	2000000	-0.0385		4	10	1	800000	2000000	-0.0372		5	10	1	800000	2000000	-0.0355
1	11	1	800000	2000000	-0.0427		2	11	1	800000	2000000	-0.0410		3	11	1	800000	2000000	-0.0394		4	11	1	800000	2000000	-0.0381		5	11	1	800000	2000000	-0.0365
1	12	1	800000	2000000	-0.0434		2	12	1	800000	2000000	-0.0417		3	12	1	800000	2000000	-0.0402		4	12	1	800000	2000000	-0.0390		5	12	1	800000	2000000	-0.0375
1	13	1	800000	2000000	-0.0441		2	13	1	800000	2000000	-0.0424		3	13	1	800000	2000000	-0.0410		4	13	1	800000	2000000	-0.0399		5	13	1	800000	2000000	-0.0384
1	14	1	800000	2000000	-0.0447		2	14	1	800000	2000000	-0.0431		3	14	1	800000	2000000	-0.0418		4	14	1	800000	2000000	-0.0407		5	14	1	800000	2000000	-0.0392
1	15	1	800000	2000000	-0.0453		2	15	1	800000	2000000	-0.0438		3	15	1	800000	2000000	-0.0425		4	15	1	800000	2000000	-0.0414		5	15	1	800000	2000000	-0.0400
1	1	1	1000000	2000000	-0.0288		2	1	1	1000000	2000000	-0.0257		3	1	1	1000000	2000000	-0.0228		4	1	1	1000000	2000000	-0.0206		5	1	1	1000000	2000000	-0.0184
1	2	1	1000000	2000000	-0.0310		2	2	1	1000000	2000000	-0.0282		3	2	1	1000000	2000000	-0.0255		4	2	1	1000000	2000000	-0.0233		5	2	1	1000000	2000000	-0.0212
1	3	1	1000000	2000000	-0.0330		2	3	1	1000000	2000000	-0.0303		3	3	1	1000000	2000000	-0.0277		4	3	1	1000000	2000000	-0.0257		5	3	1	1000000	2000000	-0.0237
1	4	1	1000000	2000000	-0.0347		2	4	1	1000000	2000000	-0.0321		3	4	1	1000000	2000000	-0.0297		4	4	1	1000000	2000000	-0.0278		5	4	1	1000000	2000000	-0.0258
1	5	1	1000000	2000000	-0.0361		2	5	1	1000000	2000000	-0.0337		3	5	1	1000000	2000000	-0.0314		4	5	1	1000000	2000000	-0.0296		5	5	1	1000000	2000000	-0.0277
1	6	1	1000000	2000000	-0.0374		2	6	1	1000000	2000000	-0.0351		3	6	1	1000000	2000000	-0.0329		4	6	1	1000000	2000000	-0.0312		5	6	1	1000000	2000000	-0.0293
1	7	1	1000000	2000000	-0.0385		2	7	1	1000000	2000000	-0.0363		3	7	1	1000000	2000000	-0.0343		4	7	1	1000000	2000000	-0.0327		5	7	1	1000000	2000000	-0.0308
1	8	1	1000000	2000000	-0.0396		2	8	1	1000000	2000000	-0.0375		3	8	1	1000000	2000000	-0.0355		4	8	1	1000000	2000000	-0.0340		5	8	1	1000000	2000000	-0.0322
1	9	1	1000000	2000000	-0.0405		2	9	1	1000000	2000000	-0.0385		3	9	1	1000000	2000000	-0.0367		4	9	1	1000000	2000000	-0.0352		5	9	1	1000000	2000000	-0.0334
1	10	1	1000000	2000000	-0.0413		2	10	1	1000000	2000000	-0.0394		3	10	1	1000000	2000000	-0.0377		4	10	1	1000000	2000000	-0.0363		5	10	1	1000000	2000000	-0.0346
1	11	1	1000000	2000000	-0.0421		2	11	1	1000000	2000000	-0.0403		3	11	1	1000000	2000000	-0.0387		4	11	1	1000000	2000000	-0.0373		5	11	1	1000000	2000000	-0.0357
1	12	1	1000000	2000000	-0.0429		2	12	1	1000000	2000000	-0.0411		3	12	1	1000000	2000000	-0.0395		4	12	1	1000000	2000000	-0.0383		5	12	1	1000000	2000000	-0.0366
1	13	1	1000000	2000000	-0.0436		2	13	1	1000000	2000000	-0.0419		3	13	1	1000000	2000000	-0.0404		4	13	1	1000000	2000000	-0.0392		5	13	1	1000000	2000000	-0.0376
1	14	1	1000000	2000000	-0.0442		2	14	1	1000000	2000000	-0.0426		3	14	1	1000000	2000000	-0.0412		4	14	1	1000000	2000000	-0.0400		5	14	1	1000000	2000000	-0.0384
1	15	1	1000000	2000000	-0.0448		2	15	1	1000000	2000000	-0.0433		3	15	1	1000000	2000000	-0.0419		4	15	1	1000000	2000000	-0.0408		5	15	1	1000000	2000000	-0.0393
1	1	1	200000	4000000	-0.0329		2	1	1	200000	4000000	-0.0302		3	1	1	200000	4000000	-0.0277		4	1	1	200000	4000000	-0.0257		5	1	1	200000	4000000	-0.0237
1	2	1	200000	4000000	-0.0360		2	2	1	200000	4000000	-0.0337		3	2	1	200000	4000000	-0.0315		4	2	1	200000	4000000	-0.0298		5	2	1	200000	4000000	-0.0279
1	3	1	200000	4000000	-0.0377		2	3	1	200000	4000000	-0.0356		3	3	1	200000	4000000	-0.0336		4	3	1	200000	4000000	-0.0321		5	3	1	200000	4000000	-0.0303
1	4	1	200000	4000000	-0.0388		2	4	1	200000	4000000	-0.0368		3	4	1	200000	4000000	-0.0350		4	4	1	200000	4000000	-0.0336		5	4	1	200000	4000000	-0.0319
1	5	1	200000	4000000	-0.0396		2	5	1	200000	4000000	-0.0376		3	5	1	200000	4000000	-0.0359		4	5	1	200000	4000000	-0.0346		5	5	1	200000	4000000	-0.0330
1	6	1	200000	4000000	-0.0402		2	6	1	200000	4000000	-0.0383		3	6	1	200000	4000000	-0.0366		4	6	1	200000	4000000	-0.0354		5	6	1	200000	4000000	-0.0339
1	7	1	200000	4000000	-0.0407		2	7	1	200000	4000000	-0.0388		3	7	1	200000	4000000	-0.0372		4	7	1	200000	4000000	-0.0361		5	7	1	200000	4000000	-0.0346
1	8	1	200000	4000000	-0.0411		2	8	1	200000	4000000	-0.0393		3	8	1	200000	4000000	-0.0377		4	8	1	200000	4000000	-0.0366		5	8	1	200000	4000000	-0.0352
1	9	1	200000	4000000	-0.0415		2	9	1	200000	4000000	-0.0397		3	9	1	200000	4000000	-0.0381		4	9	1	200000	4000000	-0.0371		5	9	1	200000	4000000	-0.0357
1	10	1	200000	4000000	-0.0419		2	10	1	200000	4000000	-0.0400		3	10	1	200000	4000000	-0.0385		4	10	1	200000	4000000	-0.0376		5	10	1	200000	4000000	-0.0362
1	11	1	200000	4000000	-0.0422		2	11	1	200000	4000000	-0.0404		3	11	1	200000	4000000	-0.0389		4	11	1	200000	4000000	-0.0380		5	11	1	200000	4000000	-0.0366
1	12	1	200000	4000000	-0.0425		2	12	1	200000	4000000	-0.0407		3	12	1	200000	4000000	-0.0392		4	12	1	200000	4000000	-0.0383		5	12	1	200000	4000000	-0.0370
1	13	1	200000	4000000	-0.0429		2	13	1	200000	4000000	-0.0410		3	13	1	200000	4000000	-0.0395		4	13	1	200000	4000000	-0.0387		5	13	1	200000	4000000	-0.0374
